,price,ret,log_ret
2023-07-25,115.88147498286476,-0.01568991687145016,-0.015814306440738946
2023-07-26,115.65738106529196,-0.0019338200312511988,-0.001935692275319265
2023-07-27,115.88944120424061,0.0020064446973571126,0.0020044344756786356
2023-07-28,116.81053065744244,0.007948001505836189,0.007916582510881141
2023-07-31,118.0876858869278,0.01093356243052046,0.010874223171333465
2023-08-01,116.13552380888352,-0.016531461882600795,-0.016669631377568103
2023-08-02,113.51626212598467,-0.022553492652336082,-0.022811712561034484
2023-08-03,115.73594471318968,0.019553873124729337,0.019365152328477773
2023-08-04,116.33756029744316,0.005198174048212767,0.005184710179693952
2023-08-07,115.06171881660067,-0.01096672027142831,-0.011027298048348233
2023-08-08,117.79383665040419,0.023744802892770034,0.02346727963283769
2023-08-09,118.02200249527026,0.0019369930664814294,0.0019351195143931116
2023-08-10,120.15235069606278,0.018050432595209553,0.01788945776095747
2023-08-11,120.29815712754282,0.0012135129328336713,0.0012127772211515371
2023-08-14,124.09960667224081,0.03160023092180553,0.03111121887322994
2023-08-15,127.43604557245378,0.02688516901608584,0.026530112636647982
2023-08-16,126.9864227385306,-0.003528223368070016,-0.0035344622271859757
2023-08-17,128.8763912260392,0.014883232764183907,0.014773564264315427
2023-08-18,130.15608403524496,0.009929613927203151,0.009880639243777307
2023-08-21,132.88231010419628,0.02094582123577937,0.020729473362985307
2023-08-22,130.99904041989066,-0.014172463459048101,-0.014273851908701698
2023-08-23,132.38055538087264,0.0105459929824967,0.010490771899976504
2023-08-24,134.52595270438658,0.016206287376128836,0.01607636730274389
2023-08-25,131.04962195697743,-0.025841338994626484,-0.026181092296346714
2023-08-28,128.76990986953234,-0.01739579293249316,-0.01754887768998645
2023-08-29,124.91564689747024,-0.02993139450021498,-0.03038848266640147
2023-08-30,124.43675342007386,-0.003833734918648357,-0.0038411025166683083
2023-08-31,125.80847565030248,0.011023449202326674,0.010963133836939396
2023-09-01,128.7015388989018,0.02299577380335549,0.022735355781440435
2023-09-04,128.87043161122656,0.001312281995768938,0.0013114217062967378
2023-09-05,132.08382074200784,0.024935038166670864,0.02462923318356944
2023-09-06,129.40347090869912,-0.020292794516779677,-0.020501521873223568
2023-09-07,126.16422965536707,-0.025032104862299343,-0.025350736590327234
2023-09-08,126.0843657998753,-0.000633015044834262,-0.0006332154834493248
2023-09-11,126.83819695606435,0.005978783740607119,0.005960981734089687
2023-09-12,126.8013658005162,-0.00029037905325091096,-0.000290421221411559
2023-09-13,122.95398525274356,-0.030341791064185553,-0.030811631500598118
2023-09-14,122.81429050701345,-0.0011361546796792021,-0.0011368005926916907
2023-09-15,110.29548506544549,-0.10193280757383083,-0.10751038895112479
2023-09-18,111.43128026803603,0.010297748832752252,0.010245088232450447
2023-09-19,112.0681371944546,0.005715243734853104,0.0056989736914527375
2023-09-20,110.52136573413142,-0.013802062736523402,-0.01389819679491056
2023-09-21,109.69467817465559,-0.007479889105464932,-0.007508003760050375
2023-09-22,107.98719450959926,-0.01556578398760311,-0.01568820282833411
2023-09-25,107.90729342496577,-0.0007399125886763391,-0.0007401864590975613
2023-09-26,109.48631881120423,0.014633166453539515,0.014527134807518455
2023-09-27,107.90095342242934,-0.014480031897945667,-0.014585890695033162
2023-09-28,108.74159788157193,0.007790890001235562,0.00776069773276753
2023-09-29,107.90169076149363,-0.007723880616441137,-0.007753864275586595
2023-10-02,106.64733425769835,-0.011624993963884389,-0.011693092483935186
2023-10-03,106.49755146711439,-0.0014044682094165317,-0.001405455399318314
2023-10-04,104.87753741235564,-0.015211749307297517,-0.015328634836290668
2023-10-05,104.03096753205719,-0.00807198472795867,-0.008104739580207722
2023-10-06,102.19885264701452,-0.01761124527154001,-0.017768168388832852
2023-10-09,105.27661641597047,0.030115443463795577,0.029670876993745973
2023-10-10,105.3533861281368,0.0007292190305869806,0.0007289532795756442
2023-10-11,104.27424491942598,-0.010243061456024827,-0.010295882619888667
2023-10-12,104.63039551075126,0.0034155182960133867,0.0034096986610132264
2023-10-13,104.47514296325366,-0.001483818796055747,-0.0014849207453624682
2023-10-16,104.1502567331747,-0.0031096988323168206,-0.003114543992998334
2023-10-17,105.13519919075529,0.009456937394825005,0.009412500500651472
2023-10-18,106.35789223300714,0.011629721079744249,0.011562615650709554
2023-10-19,105.53601105351349,-0.0077275053335307264,-0.007757517214158048
2023-10-20,104.64932073709086,-0.008401779710747515,-0.008437273609670207
2023-10-23,104.23929636053593,-0.003918079674736008,-0.00392577545727468
2023-10-24,100.72160905513638,-0.033746268712643746,-0.0343288174710338
2023-10-25,98.47793364802936,-0.022276008377495216,-0.022527865932978185
2023-10-26,100.53798469090273,0.02091891012088265,0.020703114011667845
2023-10-27,103.0701813898118,0.02518646764895993,0.024874515702519077
2023-10-30,102.70641601209792,-0.003529297928933639,-0.003535540593345668
2023-10-31,103.61923128576895,0.008887616851156688,0.008848354445836395
2023-11-01,104.12495778782682,0.004880623951582175,0.0048687523181530825
2023-11-02,109.06836715514632,0.04747573946097128,0.046383212126828596
2023-11-03,110.93767208821556,0.017138836693229464,0.016993623671518503
2023-11-06,110.747160194743,-0.0017172876434712325,-0.0017187638722114418
2023-11-07,109.19296742915104,-0.014033703102264594,-0.014133106609006163
2023-11-08,106.61454697495354,-0.023613429645736872,-0.02389669480386364
2023-11-09,106.96181698190628,0.003257247878512448,0.003251954538008207
2023-11-10,105.77631821368516,-0.01108338285260868,-0.011145261179264659
2023-11-13,103.56431837971529,-0.020912051689124578,-0.021133805643965112
2023-11-14,102.58526024146033,-0.009453624120474347,-0.009498593263637917
2023-11-15,100.95461303979812,-0.015895531169137445,-0.01602322005421579
2023-11-16,103.56279715618079,0.02583521483416007,0.025507124526088516
2023-11-17,104.96245983807424,0.013515110834469324,0.013424596354241829
2023-11-20,104.97090024872561,8.041361325172858e-05,8.041038025044753e-05
2023-11-21,107.34869130597727,0.022651906877215966,0.022399162083350688
2023-11-22,107.4948412406042,0.001361450548198695,0.0013605246147142542
2023-11-23,106.13624457182271,-0.012638715059270278,-0.012719263019923977
2023-11-24,108.61075721026275,0.02331449212682024,0.02304686115904467
2023-11-27,109.5141874646822,0.008318055021663051,0.00828365065527002
2023-11-28,107.84504350057236,-0.015241349114224367,-0.015358692314896895
2023-11-29,107.55908605196865,-0.0026515585633027916,-0.002655080171254065
2023-11-30,106.17684579036661,-0.01285098555908315,-0.012934273800771374
2023-12-01,104.01801075664498,-0.020332446473160348,-0.020541995964464918
